chapterid;course;year;part;title;
16;numwis-ind;2007;0;Vragen over de oefeningen;
1;numwis-wet;2007;1;Deel I: Directe Methodes;
2;numwis-wet;2007;0;Hoofdstuk I: Inleiding;
3;numwis-wet;2007;0;Hoofdstuk II: Foutenanalyse;
4;numwis-wet;2007;0;Hoofdstuk III: Stelsels lineaire vergelijkingen;
5;numwis-wet;2007;0;Hoofdstuk IVa: Veelterminterpolatie;
6;numwis-wet;2007;0;Hoofdstuk IVb: Interpolatie met behulp van splines;
7;numwis-wet;2007;0;Hoofdstuk VI: Numerieke Differentiatie;
8;numwis-wet;2007;1;Deel II: Iteratieve Methodes;
9;numwis-wet;2007;0;Hoofdstuk I: Inleiding;
10;numwis-wet;2007;0;Hoofdstuk II: Het oplossen van niet-lineaire vergelijkingen;
11;numwis-wet;2007;0;Hoofdstuk III: Stelsels niet-lineaire vergelijkingen;
12;numwis-wet;2007;0;Hoofdstuk IV: Het iteratief oplossen van stelsel niet-lineaire vergelijkingen;
13;numwis-wet;2007;0;Hoofdstuk V: Veeltermvergelijkingen;
14;numwis-wet;2007;0;Hoofdstuk VI: Het berekenen van eigenwaarden;
15;numwis-wet;2007;1;Oefeningen;
16;numwis-wet;2007;0;Vragen over de oefeningen;
1;analyse2;2007;1;I Analytische oplossing van partiele differentiaalvergelijkingen;
2;analyse2;2007;0;1. Lineaire differentiaalvergelijkingen;
3;analyse2;2007;0;2. Fourier- en Fourier-Besselreeksen;
4;analyse2;2007;0;3. Sturm-Liouville problemen;
5;analyse2;2007;0;4. Tweede orde partiele differentiaalvergelijkingen;
6;analyse2;2007;1;II Numerieke oplossing van partiele differentiaalvergelijkingen;
7;analyse2;2007;0;5. Beginselen van de variatierekening;
8;analyse2;2007;0;6. De eindige elementenmethode;
9;analyse2;2007;1;III Oefeningen, Maple, allerlei;
10;analyse2;2007;0;Oefeningen;
11;analyse2;2007;0;Maple;
12;analyse2;2007;0;Allerlei;
1;hwis2;2007;1;Analytische methodes;
2;hwis2;2007;0;Lineaire differentiaalvergelijkingen;
3;hwis2;2007;0;Niet-lineaire differentiaalvergelijkingen;
4;hwis2;2007;0;Fourier- en Fourier-Besselreeksen;
5;hwis2;2007;0;Sturm-Liouville problemen;
6;hwis2;2007;0;Tweede orde partiele differentiaalvergelijkingen;
7;hwis2;2007;1;Numerieke methodes;
8;hwis2;2007;0;Numerieke oplossing van gewone differentiaalvergelijkingen;
9;hwis2;2007;0;Numerieke oplossing van partiele differentiaalvergelijkingen;
10;hwis2;2007;1;Oefeningen, Maple, allerlei;
11;hwis2;2007;0;Oefeningen;
12;hwis2;2007;0;Maple;
13;hwis2;2007;0;Allerlei;
1;thermo;2007;0;Algemene situering;
2;thermo;2007;0;Inleidende begrippen;
3;thermo;2007;0;Eigenschappen van zuivere fluida;
4;thermo;2007;0;De eerste hoofdwet van de thermodynamica;
5;thermo;2007;0;De tweede hoofdwet van de thermodynamica;
6;thermo;2007;0;Thermodynamisch evenwicht;
7;thermo;2007;0;Niet-reagerende complexe systemen;
8;thermo;2007;0;Systemen met veranderlijke samenstelling;
9;thermo;2007;0;Chemische reagerende systemen;
10;thermo;2007;1;Oefeningen;
11;thermo;2007;0;Oefenzitting 1;
12;thermo;2007;0;Oefenzitting 2;
13;thermo;2007;0;Oefenzitting 3;
14;thermo;2007;0;Oefenzitting 4;
15;thermo;2007;0;Oefenzitting 5;
16;thermo;2007;0;Oefenzitting 6;
1;tdalgebra;2007;0;Hoofdstuk 2: Verzamelingen, relaties en functies;
2;tdalgebra;2007;0;Hoofdstuk 3: MonoÃƒÂ¯Ã‚Â¿Ã‚Â_den en groepen;
3;tdalgebra;2007;0;Hoofdstuk 4: Ringen en velden;
4;tdalgebra;2007;0;Hoofdstuk 5: Logica;
5;tdalgebra;2007;0;Hoofdstuk 6: Booleaanse algebra;
6;tdalgebra;2007;0;Bijlage A: de CD-speler;
7;tdalgebra;2007;0;Vragen over de oefeningen;
8;tdalgebra;2007;0;Examenvragen;
9;tdalgebra;2007;0;Algemene vragen;
1;ontw;2007;0;Inkompaviljoen;
2;ontw;2007;0;Meeting Point;
3;ontw;2007;0;Woning;
4;ontw;2007;0;Organisatie ontwerpatelier;
3;hwis;2008;0;2. Matrixrekening;
4;hwis;2008;0;3. Het oplossen van stelsels;
5;hwis;2008;0;4. Eigenwaardeproblemen;
6;hwis;2008;0;5. Euclidische vectorruimte;
7;hwis;2008;0;6. Kwadratische vormen;
8;hwis;2008;0;7. Kleinste-kwadraten-problemen;
9;hwis;2008;1;WSKUNDIGE ANALYSE: Limieten, continuiteit, afgeleiden;
10;hwis;2008;0;1. Functies;
11;hwis;2008;0;2. Limieten en continuiteit;
12;hwis;2008;0;3. Differentiaalrekening;
13;hwis;2008;0;4. Optimisatie;
14;hwis;2008;1;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen;
15;hwis;2008;0;1. Integraalrekening;
16;hwis;2008;0;2. Enkele belangrijke transcendente functies;
17;hwis;2008;0;3. Rijen en reeksen;
18;hwis;2008;0;4. Lineaire differentiaalvergelijkingen;
19;hwis;2008;0;5. Stelsels differentiaalvergelijkingen;
20;hwis;2008;1;OEFENINGEN;
21;hwis;2008;0;1. Lineaire algebra;
22;hwis;2008;0;2. Wiskundige analyse;
1;materiaalk;2008;0;Inleiding in de materiaalkunde en materiaalselectie (Ashby hst. 1-2-3 en 20);
2;materiaalk;2008;0;Stijfheid en dichtheid/ stijfheidsbepaald ontwerp (Ashby hst. 4 en 5);
3;materiaalk;2008;0;Plasticiteit en ductiliteit/sterktebepaald ontwerp (Ashby hst. 6 en 7);
4;materiaalk;2008;0;Fasediagrammen (aanvullingen hst. A);
5;materiaalk;2008;0;Microstructurele transformaties (aanvullingen hst B);
6;materiaalk;2008;0;Verwerkingsprocessen: autowielen (aanvullingen hst C);
7;materiaalk;2008;0;Breuk en breuktaaiheid/vermoeiing/breukbepaald ontwerp (Ashby hst. 8-10);
8;materiaalk;2008;0;Geleiders, isolatoren en dielectrica (Ashby hst. 14);
5;analyse;2009;0;Hoofdstuk 5: Integratietheorie en integratiemethodes;
4;analyse;2009;0;Hoofdstuk 4: Differentieerbaarheid van functies van meer veranderlijken;
3;analyse;2009;0;Hoofdstuk 3: Differentieerbaarheid van functies van een veranderlijke;
2;analyse;2009;0;Hoofdstuk 2: Limieten en continuiteit;
1;analyse;2009;0;Hoofdstuk 1: Getallen, functies en rijen;
1;analyse;2008;0;Hoofdstuk 1: Getallen, functies en rijen;
2;analyse;2008;0;Hoofdstuk 2: Limieten en continuiteit;
3;analyse;2008;0;Hoofdstuk 3: Differentieerbaarheid van functies van een veranderlijke;
4;analyse;2008;0;Hoofdstuk 4: Differentieerbaarheid van functies van meer veranderlijken;
5;analyse;2008;0;Hoofdstuk 5: Integratietheorie en integratiemethodes;
6;analyse;2008;0;Hoofdstuk 6: Differentiaalvergelijkingen;
7;analyse;2008;0;Hoofdstuk 7: Oneigenlijke integralen;
8;analyse;2008;0;Hoofdstuk 8: De Laplacetransformatie;
9;analyse;2008;0;Hoofdstuk 9: Integralen over krommen en oppervlakken;
10;analyse;2008;0;Hoofdstuk 10: Vectorvelden, lijnintegralen en oppervlakintegralen;
11;analyse;2008;0;Hoofdstuk 11: Reeksen;
12;analyse;2008;0;Hoofdstuk 12: Extremaalproblemen bij functies van meer veranderlijken;
13;analyse;2008;0;Hoofdstuk 13: Stelsels differentiaalvergelijkingen;
14;analyse;2008;0;Oefeningen;
15;analyse;2008;0;Maple;
16;analyse;2008;0;Allerlei;
1;algebra;2008;1;Deel 1: Lineaire algebra en matrixrekenen;
2;algebra;2008;0;Lineaire vergelijkingen;
3;algebra;2008;0;Matrixalgebra;
4;algebra;2008;0;Determinanten;
5;algebra;2008;0;Vectorruimten;
6;algebra;2008;0;Eigenwaarden en eigenvectoren;
7;algebra;2008;0;Orthogonale projectie en kleinste kwadraten;
8;algebra;2008;0;Symmetrische matrices en kwadratische vormen;
9;algebra;2008;1;Deel 2: Discrete tijdsystemen;
10;algebra;2008;0;Vergelijkingen voor discrete tijdsystemen;
11;algebra;2008;0;Differentievergelijkingen en toestandsvergelijkingen in het tijdsdomein;
12;algebra;2008;0;Frequentiedomeinanalyse van discrete tijdsystemen;
13;algebra;2008;0;Rekenen met blokdiagrammen, simulink voorbeelden;
14;algebra;2008;1;Varia;
15;algebra;2008;0;Vragen over de oefeningen van Deel 1;
16;algebra;2008;0;Vragen over de oefeningen van Deel 2;
17;algebra;2008;0;Examenvragen;
18;algebra;2008;0;Algemene vragen;
1;mech;2008;0;Vectorrekening;
2;mech;2008;0;Statica van enkelvoudige lichamen;
3;mech;2008;0;Statica van samengestelde lichamen;
4;mech;2008;0;Kinematica van een punt;
5;mech;2008;0;Kinematica van een lichaam;
6;mech;2008;0;Postulaten van Newton;
7;mech;2008;0;Impulswet;
8;mech;2008;0;Energiewet;
9;mech;2008;0;Vlakke beweging;
10;mech;2008;0;Virtuele arbeid;
1;nat;2008;0;Elektrische lading;
2;nat;2008;0;Elektrisch veld;
3;nat;2008;0;De wet van Gauss;
4;nat;2008;0;Elektrische potentiaal;
5;nat;2008;0;Capaciteiten en dielectrica;
6;nat;2008;0;Stromen in materialen;
7;nat;2008;0;Gelijkstroom ketens;
8;nat;2008;0;Het effect van magnetische velden;
9;nat;2008;0;De produktie en eigenschappen van magnetsiche velden;
10;nat;2008;0;De wet van Farraday;
11;nat;2008;0;Magnetisme en materie;
12;nat;2008;0;Inductantie en oscillaties in elektrische ketens;
13;nat;2008;0;Wisselstromen;
14;nat;2008;0;Maxwell vergelijkingen en elektromagnetische golven;
1;numwis-bur;2008;1;Deel I: Directe Methodes;
2;numwis-bur;2008;0;Hoofdstuk I: Inleiding;
3;numwis-bur;2008;0;Hoofdstuk II: Foutenanalyse;
4;numwis-bur;2008;0;Hoofdstuk III: Stelsels lineaire vergelijkingen;
5;numwis-bur;2008;0;Hoofdstuk IV: Veelterminterpolatie;
6;numwis-bur;2008;0;Hoofdstuk V: Numerieke differentiatie;
7;numwis-bur;2008;0;Hoofdstuk VI: Numerieke integratie;
8;numwis-bur;2008;0;Hoofdstuk VII: Differentiaalvergelijkingen;
9;numwis-bur;2008;1;Deel II: Iteratieve Methodes;
10;numwis-bur;2008;0;Hoofdstuk I: Inleiding;
11;numwis-bur;2008;0;Hoofdstuk II: Het oplossen van niet-lineaire vergelijkingen;
12;numwis-bur;2008;0;Hoofdstuk III: Stelsel niet-lineaire vergelijkingen;
13;numwis-bur;2008;0;Hoofdstuk IV: Het iteratief oplossen van stelsels lineaire vergelijkingen;
14;numwis-bur;2008;0;Hoofdstuk V: Veeltermvergelijkingen;
15;numwis-bur;2008;0;Hoofdstuk VI: Het berekenen van eigenwaarden;
16;numwis-bur;2008;0;Hoofdstuk VII: Optimisatie van een functie in een veranderlijke;
17;numwis-bur;2008;0;Hoofdstuk VIII: Optimisatie in meerdere veranderlijken;
18;numwis-bur;2008;0;Vragen over de oefeningen;
1;numwis-ind;2008;1;Deel I: Directe Methodes;
2;numwis-ind;2008;0;Hoofdstuk I: Inleiding;
3;numwis-ind;2008;0;Hoofdstuk II: Foutenanalyse;
4;numwis-ind;2008;0;Hoofdstuk III: Stelsels lineaire vergelijkingen;
5;numwis-ind;2008;0;Hoofdstuk IV: Veelterminterpolatie;
6;numwis-ind;2008;0;Hoofdstuk V: Numerieke differentiatie;
7;numwis-ind;2008;0;Hoofdstuk VI: Numerieke integratie;
8;numwis-ind;2008;1;Deel II: Iteratieve Methodes;
9;numwis-ind;2008;0;Hoofdstuk I: Inleiding;
10;numwis-ind;2008;0;Hoofdstuk II: Het oplossen van niet-lineaire vergelijkingen;
11;numwis-ind;2008;0;Hoofdstuk III: Stelsels niet-lineaire vergelijkingen;
12;numwis-ind;2008;0;Hoofdstuk IV: Het iteratief oplossen van stelsels niet-lineaire vergelijkingen;
13;numwis-ind;2008;0;Hoofdstuk V: Veeltermvergelijkingen;
14;numwis-ind;2008;0;Hoofdstuk VI: Het berekenen van eigenwaarden;
15;numwis-ind;2008;1;Oefeningen;
16;numwis-ind;2008;0;Vragen over de oefeningen;
1;numwis-wet;2008;1;Deel I: Directe Methodes;
2;numwis-wet;2008;0;Hoofdstuk I: Inleiding;
3;numwis-wet;2008;0;Hoofdstuk II: Foutenanalyse;
4;numwis-wet;2008;0;Hoofdstuk III: Stelsels lineaire vergelijkingen;
5;numwis-wet;2008;0;Hoofdstuk IVa: Veelterminterpolatie;
6;numwis-wet;2008;0;Hoofdstuk IVb: Interpolatie met behulp van splines;
7;numwis-wet;2008;0;Hoofdstuk VI: Numerieke Differentiatie;
8;numwis-wet;2008;1;Deel II: Iteratieve Methodes;
9;numwis-wet;2008;0;Hoofdstuk I: Inleiding;
10;numwis-wet;2008;0;Hoofdstuk II: Het oplossen van niet-lineaire vergelijkingen;
11;numwis-wet;2008;0;Hoofdstuk III: Stelsels niet-lineaire vergelijkingen;
12;numwis-wet;2008;0;Hoofdstuk IV: Het iteratief oplossen van stelsel niet-lineaire vergelijkingen;
13;numwis-wet;2008;0;Hoofdstuk V: Veeltermvergelijkingen;
14;numwis-wet;2008;0;Hoofdstuk VI: Het berekenen van eigenwaarden;
15;numwis-wet;2008;1;Oefeningen;
16;numwis-wet;2008;0;Vragen over de oefeningen;
1;analyse2;2008;1;I Analytische oplossing van partiele differentiaalvergelijkingen;
2;analyse2;2008;0;1. Lineaire differentiaalvergelijkingen;
3;analyse2;2008;0;2. Fourier- en Fourier-Besselreeksen;
4;analyse2;2008;0;3. Sturm-Liouville problemen;
5;analyse2;2008;0;4. Tweede orde partiele differentiaalvergelijkingen;
6;analyse2;2008;1;II Numerieke oplossing van partiele differentiaalvergelijkingen;
7;analyse2;2008;0;5. Beginselen van de variatierekening;
8;analyse2;2008;0;6. De eindige elementenmethode;
9;analyse2;2008;1;III Oefeningen, Maple, allerlei;
10;analyse2;2008;0;Oefeningen;
11;analyse2;2008;0;Maple;
12;analyse2;2008;0;Allerlei;
1;hwis2;2008;1;Analytische methodes;
2;hwis2;2008;0;Lineaire differentiaalvergelijkingen;
3;hwis2;2008;0;Niet-lineaire differentiaalvergelijkingen;
4;hwis2;2008;0;Fourier- en Fourier-Besselreeksen;
5;hwis2;2008;0;Sturm-Liouville problemen;
6;hwis2;2008;0;Tweede orde partiele differentiaalvergelijkingen;
7;hwis2;2008;1;Numerieke methodes;
8;hwis2;2008;0;Numerieke oplossing van gewone differentiaalvergelijkingen;
9;hwis2;2008;0;Numerieke oplossing van partiele differentiaalvergelijkingen;
10;hwis2;2008;1;Oefeningen, Maple, allerlei;
11;hwis2;2008;0;Oefeningen;
12;hwis2;2008;0;Maple;
13;hwis2;2008;0;Allerlei;
1;thermo;2008;0;Algemene situering;
2;thermo;2008;0;Inleidende begrippen;
3;thermo;2008;0;Eigenschappen van zuivere fluida;
4;thermo;2008;0;De eerste hoofdwet van de thermodynamica;
5;thermo;2008;0;De tweede hoofdwet van de thermodynamica;
6;thermo;2008;0;Thermodynamisch evenwicht;
7;thermo;2008;0;Niet-reagerende complexe systemen;
8;thermo;2008;0;Systemen met veranderlijke samenstelling;
9;thermo;2008;0;Chemische reagerende systemen;
10;thermo;2008;1;Oefeningen;
11;thermo;2008;0;Oefenzitting 1;
12;thermo;2008;0;Oefenzitting 2;
13;thermo;2008;0;Oefenzitting 3;
14;thermo;2008;0;Oefenzitting 4;
15;thermo;2008;0;Oefenzitting 5;
16;thermo;2008;0;Oefenzitting 6;
1;tdalgebra;2008;0;Hoofdstuk 2: Verzamelingen, relaties en functies;
2;tdalgebra;2008;0;Hoofdstuk 3: Monoiden en groepen;
3;tdalgebra;2008;0;Hoofdstuk 4: Ringen en velden;
4;tdalgebra;2008;0;Hoofdstuk 5: Logica;
5;tdalgebra;2008;0;Hoofdstuk 6: Booleaanse algebra;
6;tdalgebra;2008;0;Bijlage A: de CD-speler;
7;tdalgebra;2008;0;Vragen over de oefeningen;
8;tdalgebra;2008;0;Examenvragen;
9;tdalgebra;2008;0;Algemene vragen;
1;ontw;2008;0;Inkompaviljoen;
2;ontw;2008;0;Structuur Arenberg;
3;ontw;2008;0;Woning;
4;ontw;2008;0;Organisatie ontwerpatelier;
5;ontw;2008;0;Caad, Sketschup;
6;analyse;2009;0;Hoofdstuk 6: Differentiaalvergelijkingen;
7;analyse;2009;0;Hoofdstuk 7: Oneigenlijke integralen;
8;analyse;2009;0;Hoofdstuk 8: Integralen over krommen en oppervlakken;
9;analyse;2009;0;Hoofdstuk 9: Vectorvelden, lijnintegralen en oppervlakintegralen;
10;analyse;2009;0;Hoofdstuk 10: Reeksen;
11;analyse;2009;0;Hoofdstuk 11: Extremaalproblemen bij functies van meer veranderlijken;
12;analyse;2009;0;Hoofdstuk 12: Laplacetransformatie;
1;elecnet;2009;1;Deel 1: 'DC' Gelijkspanning en stroom;
14;analyse;2009;0;Oefeningen;
15;analyse;2009;0;Maple;
16;analyse;2009;0;Allerlei;
1;algebra;2009;1;Deel 1: Lineaire algebra en matrixrekenen;
2;algebra;2009;0;Lineaire vergelijkingen;
3;algebra;2009;0;Matrixalgebra;
4;algebra;2009;0;Determinanten;
5;algebra;2009;0;Vectorruimten;
6;algebra;2009;0;Eigenwaarden en eigenvectoren;
7;algebra;2009;0;Orthogonale projectie en kleinste kwadraten;
8;algebra;2009;0;Symmetrische matrices en kwadratische vormen;
9;algebra;2009;1;Deel 2: Discrete tijdsystemen;
10;algebra;2009;0;Vergelijkingen voor discrete tijdsystemen;
11;algebra;2009;0;Differentievergelijkingen en toestandsvergelijkingen in het tijdsdomein;
12;algebra;2009;0;Frequentiedomeinanalyse van discrete tijdsystemen;
13;algebra;2009;0;Rekenen met blokdiagrammen, simulink voorbeelden;
14;algebra;2009;1;Varia;
15;algebra;2009;0;Vragen over de oefeningen van Deel 1;
16;algebra;2009;0;Vragen over de oefeningen van Deel 2;
17;algebra;2009;0;Examenvragen;
18;algebra;2009;0;Algemene vragen;
1;materiaalk;2009;0;Inleiding in de materiaalkunde en materiaalselectie (Ashby hst. 1-2-3 en 20);
2;materiaalk;2009;0;Stijfheid en dichtheid/ stijfheidsbepaald ontwerp (Ashby hst. 4 en 5);
3;materiaalk;2009;0;Plasticiteit en ductiliteit/sterktebepaald ontwerp (Ashby hst. 6 en 7);
4;materiaalk;2009;0;Fasediagrammen (aanvullingen hst. A);
5;materiaalk;2009;0;Microstructurele transformaties (aanvullingen hst B);
6;materiaalk;2009;0;Verwerkingsprocessen: autowielen (aanvullingen hst C);
7;materiaalk;2009;0;Breuk en breuktaaiheid/vermoeiing/breukbepaald ontwerp (Ashby hst. 8-10);
8;materiaalk;2009;0;Geleiders, isolatoren en dielectrica (Ashby hst. 14);
1;mech;2009;0;Vectorrekening;
2;mech;2009;0;Statica van enkelvoudige lichamen;
3;mech;2009;0;Statica van samengestelde lichamen;
4;mech;2009;0;Kinematica van een punt;
5;mech;2009;0;Kinematica van een lichaam;
6;mech;2009;0;Postulaten van Newton;
7;mech;2009;0;Impulswet;
8;mech;2009;0;Energiewet;
9;mech;2009;0;Vlakke beweging;
10;mech;2009;0;Virtuele arbeid;
1;nat;2009;0;Elektrische lading;
2;nat;2009;0;Elektrisch veld;
3;nat;2009;0;De wet van Gauss;
4;nat;2009;0;Elektrische potentiaal;
5;nat;2009;0;Capaciteiten en dielectrica;
6;nat;2009;0;Stromen in materialen;
7;nat;2009;0;Gelijkstroom ketens;
8;nat;2009;0;Het effect van magnetische velden;
9;nat;2009;0;De produktie en eigenschappen van magnetsiche velden;
10;nat;2009;0;De wet van Farraday;
11;nat;2009;0;Magnetisme en materie;
12;nat;2009;0;Inductantie en oscillaties in elektrische ketens;
13;nat;2009;0;Wisselstromen;
14;nat;2009;0;Maxwell vergelijkingen en elektromagnetische golven;
1;numwis-bur;2009;1;Deel I: Directe Methodes;
2;numwis-bur;2009;0;Hoofdstuk I: Inleiding;
3;numwis-bur;2009;0;Hoofdstuk II: Foutenanalyse;
4;numwis-bur;2009;0;Hoofdstuk III: Stelsels lineaire vergelijkingen;
5;numwis-bur;2009;0;Hoofdstuk IV: Veelterminterpolatie;
6;numwis-bur;2009;0;Hoofdstuk V: Numerieke differentiatie;
7;numwis-bur;2009;0;Hoofdstuk VI: Numerieke integratie;
8;numwis-bur;2009;0;Hoofdstuk VII: Differentiaalvergelijkingen;
9;numwis-bur;2009;1;Deel II: Iteratieve Methodes;
10;numwis-bur;2009;0;Hoofdstuk I: Inleiding;
11;numwis-bur;2009;0;Hoofdstuk II: Het oplossen van niet-lineaire vergelijkingen;
12;numwis-bur;2009;0;Hoofdstuk III: Stelsel niet-lineaire vergelijkingen;
13;numwis-bur;2009;0;Hoofdstuk IV: Het iteratief oplossen van stelsels lineaire vergelijkingen;
14;numwis-bur;2009;0;Hoofdstuk V: Veeltermvergelijkingen;
15;numwis-bur;2009;0;Hoofdstuk VI: Het berekenen van eigenwaarden;
16;numwis-bur;2009;0;Hoofdstuk VII: Optimisatie van een functie in een veranderlijke;
17;numwis-bur;2009;0;Hoofdstuk VIII: Optimisatie in meerdere veranderlijken;
18;numwis-bur;2009;0;Vragen over de oefeningen;
1;numwis-ind;2009;1;Deel I: Directe Methodes;
2;numwis-ind;2009;0;Hoofdstuk I: Inleiding;
3;numwis-ind;2009;0;Hoofdstuk II: Foutenanalyse;
4;numwis-ind;2009;0;Hoofdstuk III: Stelsels lineaire vergelijkingen;
5;numwis-ind;2009;0;Hoofdstuk IV: Veelterminterpolatie;
6;numwis-ind;2009;0;Hoofdstuk V: Numerieke differentiatie;
7;numwis-ind;2009;0;Hoofdstuk VI: Numerieke integratie;
8;numwis-ind;2009;1;Deel II: Iteratieve Methodes;
9;numwis-ind;2009;0;Hoofdstuk I: Inleiding;
10;numwis-ind;2009;0;Hoofdstuk II: Het oplossen van niet-lineaire vergelijkingen;
11;numwis-ind;2009;0;Hoofdstuk III: Stelsels niet-lineaire vergelijkingen;
12;numwis-ind;2009;0;Hoofdstuk IV: Het iteratief oplossen van stelsels niet-lineaire vergelijkingen;
13;numwis-ind;2009;0;Hoofdstuk V: Veeltermvergelijkingen;
14;numwis-ind;2009;0;Hoofdstuk VI: Het berekenen van eigenwaarden;
15;numwis-ind;2009;1;Oefeningen;
16;numwis-ind;2009;0;Vragen over de oefeningen;
1;numwis-wet;2009;1;Deel I: Directe Methodes;
2;numwis-wet;2009;0;Hoofdstuk I: Inleiding;
3;numwis-wet;2009;0;Hoofdstuk II: Foutenanalyse;
4;numwis-wet;2009;0;Hoofdstuk III: Stelsels lineaire vergelijkingen;
5;numwis-wet;2009;0;Hoofdstuk IVa: Veelterminterpolatie;
6;numwis-wet;2009;0;Hoofdstuk IVb: Interpolatie met behulp van splines;
7;numwis-wet;2009;0;Hoofdstuk VI: Numerieke Differentiatie;
8;numwis-wet;2009;1;Deel II: Iteratieve Methodes;
9;numwis-wet;2009;0;Hoofdstuk I: Inleiding;
10;numwis-wet;2009;0;Hoofdstuk II: Het oplossen van niet-lineaire vergelijkingen;
11;numwis-wet;2009;0;Hoofdstuk III: Stelsels niet-lineaire vergelijkingen;
12;numwis-wet;2009;0;Hoofdstuk IV: Het iteratief oplossen van stelsel niet-lineaire vergelijkingen;
13;numwis-wet;2009;0;Hoofdstuk V: Veeltermvergelijkingen;
14;numwis-wet;2009;0;Hoofdstuk VI: Het berekenen van eigenwaarden;
15;numwis-wet;2009;1;Oefeningen;
16;numwis-wet;2009;0;Vragen over de oefeningen;
1;analyse2;2009;1;I Analytische oplossing van partiele differentiaalvergelijkingen;
2;analyse2;2009;0;1. Lineaire differentiaalvergelijkingen;
3;analyse2;2009;0;2. Fourier- en Fourier-Besselreeksen;
4;analyse2;2009;0;3. Sturm-Liouville problemen;
5;analyse2;2009;0;4. Tweede orde partiele differentiaalvergelijkingen;
6;analyse2;2009;1;II Numerieke oplossing van partiele differentiaalvergelijkingen;
7;analyse2;2009;0;5. Beginselen van de variatierekening;
8;analyse2;2009;0;6. De eindige elementenmethode;
9;analyse2;2009;1;III Oefeningen, Maple, allerlei;
10;analyse2;2009;0;Oefeningen;
11;analyse2;2009;0;Maple;
12;analyse2;2009;0;Allerlei;
1;hwis2;2009;1;Analytische methodes;
2;hwis2;2009;0;Lineaire differentiaalvergelijkingen;
3;hwis2;2009;0;Niet-lineaire differentiaalvergelijkingen;
4;hwis2;2009;0;Fourier- en Fourier-Besselreeksen;
5;hwis2;2009;0;Sturm-Liouville problemen;
6;hwis2;2009;0;Tweede orde partiele differentiaalvergelijkingen;
7;hwis2;2009;1;Numerieke methodes;
8;hwis2;2009;0;Numerieke oplossing van gewone differentiaalvergelijkingen;
9;hwis2;2009;0;Numerieke oplossing van partiele differentiaalvergelijkingen;
10;hwis2;2009;1;Oefeningen, Maple, allerlei;
11;hwis2;2009;0;Oefeningen;
12;hwis2;2009;0;Maple;
13;hwis2;2009;0;Allerlei;
1;thermo;2009;0;Algemene situering;
2;thermo;2009;0;Inleidende begrippen;
3;thermo;2009;0;Eigenschappen van zuivere fluida;
4;thermo;2009;0;De eerste hoofdwet van de thermodynamica;
5;thermo;2009;0;De tweede hoofdwet van de thermodynamica;
6;thermo;2009;0;Thermodynamisch evenwicht;
7;thermo;2009;0;Niet-reagerende complexe systemen;
8;thermo;2009;0;Systemen met veranderlijke samenstelling;
9;thermo;2009;0;Chemische reagerende systemen;
10;thermo;2009;1;Oefeningen;
11;thermo;2009;0;Oefenzitting 1;
12;thermo;2009;0;Oefenzitting 2;
13;thermo;2009;0;Oefenzitting 3;
14;thermo;2009;0;Oefenzitting 4;
15;thermo;2009;0;Oefenzitting 5;
16;thermo;2009;0;Oefenzitting 6;
1;tdalgebra;2009;0;Hoofdstuk 2: Verzamelingen, relaties en functies;
2;tdalgebra;2009;0;Hoofdstuk 3: Monoiden en groepen;
3;tdalgebra;2009;0;Hoofdstuk 4: Ringen en velden;
4;tdalgebra;2009;0;Hoofdstuk 5: Logica;
5;tdalgebra;2009;0;Hoofdstuk 6: Booleaanse algebra;
6;tdalgebra;2009;0;Bijlage A: de CD-speler;
7;tdalgebra;2009;0;Vragen over de oefeningen;
8;tdalgebra;2009;0;Examenvragen;
9;tdalgebra;2009;0;Algemene vragen;
1;ontw;2009;0;Infopunt;
2;ontw;2009;0;Strandsctructuur;
3;ontw;2009;0;Vakantiewoning;
5;ontw;2009;0;Organisatie ontwerpatelier;
6;ontw;2009;0;Caad, Sketschup;
4;ontw;2009;0;Woning;
2;Aalgebra;2009;0;1. Vectorruimten;
1;Aalgebra;2009;1;LINEAIRE ALGEBRA;
3;Aalgebra;2009;0;2. Matrixrekening;
4;Aalgebra;2009;0;3. Het oplossen van stelsels;
5;Aalgebra;2009;0;4. Eigenwaardeproblemen;
6;Aalgebra;2009;0;5. Euclidische vectorruimte;
7;Aalgebra;2009;0;6. Kwadratische vormen;
8;Aalgebra;2009;0;7. Kleinste-kwadraten-problemen;
9;Aalgebra;2009;0;8. Oefeningen;
2;elecnet;2009;0;Hoofdstuk 1: basisbegrippen;
3;elecnet;2009;0;Hoofdstuk 2: Resistieve circuits;
4;elecnet;2009;0;Hoofdstuk 3: Knooppuntsanalyse;
5;elecnet;2009;0;Hoofdstuk 5: Extra analysetechnieken;
6;elecnet;2009;1;Deel 2: Ã¢â‚¬ËœACÃ¢â‚¬â„¢ Wisselspanning en stroom;
7;elecnet;2009;0;Hoofdstuk 6: Condensatoren en spoelen;
8;elecnet;2009;0;Hoofdstuk 7: Eerste en tweede orde circuits;
9;elecnet;2009;0;Hoofdstuk 8: AC analyse in regime toestand;
10;elecnet;2009;0;Hoofdstuk 9: AC vermogen in regime toestand;
11;elecnet;2009;0;Hoofdstuk 12: AC analyse met variabele frequentie;
